customer_id,segment,region,tenure_months,purchases_90d,avg_order_value,support_contacts_90d,days_since_last_purchase,accepted_product
SYN-00477,small_business,east,152,5,363.95,3,155,product_b
SYN-00478,small_business,north,114,15,332.96,0,99,product_a
SYN-00479,consumer,east,45,3,32.35,0,13,product_b
SYN-00480,enterprise,south,118,11,830.35,1,127,product_b
SYN-00481,enterprise,north,27,6,916.29,1,148,product_b
SYN-00482,small_business,east,118,9,403.15,0,25,product_a
SYN-00483,small_business,north,1,7,255.1,3,112,product_a
SYN-00484,enterprise,east,75,19,796.11,3,122,product_a
SYN-00485,consumer,north,17,2,175.53,1,78,product_a
SYN-00486,enterprise,east,163,14,830.95,4,4,product_a
SYN-00487,enterprise,south,80,11,877.21,1,28,product_b
SYN-00488,enterprise,south,22,12,1044.61,3,153,product_b
SYN-00489,small_business,west,31,10,385.18,2,164,product_a
SYN-00490,enterprise,west,153,13,929.72,2,29,product_a
SYN-00491,enterprise,west,76,16,988.95,0,95,product_a
SYN-00492,consumer,south,150,0,10,0,71,product_b
SYN-00493,consumer,north,89,3,10,1,157,product_b
SYN-00494,consumer,south,92,0,10,5,36,product_c
SYN-00495,consumer,north,174,13,10,1,72,product_a
SYN-00496,enterprise,south,133,17,1045.9,1,170,product_a
SYN-00497,consumer,west,57,6,51.92,4,45,product_a
SYN-00498,consumer,east,88,5,10,1,102,product_b
SYN-00499,consumer,east,80,0,159.51,1,3,product_b
SYN-00500,consumer,west,104,0,10,0,115,product_b
SYN-00501,small_business,west,121,6,230.32,1,15,product_a
SYN-00502,small_business,west,44,6,409.68,1,143,product_c
SYN-00503,small_business,south,22,4,176.36,0,80,product_b
SYN-00504,small_business,east,1,4,116.8,0,103,product_b
SYN-00505,small_business,north,24,3,316.57,1,56,product_c
SYN-00506,consumer,west,29,0,31.33,2,152,product_c
SYN-00507,consumer,north,151,9,10,0,108,product_a
SYN-00508,consumer,south,52,2,11.1,2,123,product_b
SYN-00509,consumer,south,180,4,10,1,79,product_b
SYN-00510,small_business,east,13,10,212.42,1,0,product_a
SYN-00511,enterprise,north,45,17,1037.09,1,152,product_a
SYN-00512,enterprise,west,106,20,946.93,3,153,product_a
SYN-00513,enterprise,west,48,21,1136.99,0,12,product_a
SYN-00514,enterprise,west,142,17,886.92,1,168,product_a
SYN-00515,consumer,south,6,4,82.64,0,162,product_a
SYN-00516,enterprise,east,49,18,993.51,0,25,product_a
SYN-00517,enterprise,north,152,15,962.31,2,28,product_a
SYN-00518,small_business,north,16,5,302.35,2,0,product_c
SYN-00519,enterprise,north,180,10,746.73,4,134,product_b
SYN-00520,consumer,west,9,0,10,1,26,product_a
SYN-00521,small_business,east,45,14,170.23,3,65,product_a
SYN-00522,small_business,south,119,10,161.2,0,42,product_a
SYN-00523,enterprise,north,54,16,769.4,1,101,product_a
SYN-00524,enterprise,north,90,23,922.24,2,145,product_a
SYN-00525,consumer,north,151,0,123.58,0,160,product_c
SYN-00526,small_business,east,131,12,333.97,3,52,product_a
SYN-00527,consumer,north,130,5,128.8,0,160,product_a
SYN-00528,enterprise,east,70,12,866.22,2,26,product_b
SYN-00529,small_business,east,8,12,296.38,0,177,product_a
SYN-00530,enterprise,east,35,20,955.0,1,135,product_a
SYN-00531,consumer,south,55,1,95.06,2,17,product_b
SYN-00532,enterprise,west,41,10,1144.57,4,44,product_b
SYN-00533,small_business,north,104,8,458.53,2,1,product_b
SYN-00534,enterprise,south,23,20,862.85,0,167,product_a
SYN-00535,consumer,east,100,4,10,2,95,product_b
SYN-00536,enterprise,east,175,20,951.3,0,118,product_a
SYN-00537,enterprise,south,22,12,850.3,1,124,product_c
SYN-00538,small_business,east,102,10,438.23,1,69,product_b
SYN-00539,enterprise,west,134,16,929.3,1,94,product_b
SYN-00540,small_business,south,140,3,289.24,2,157,product_b
SYN-00541,consumer,east,68,4,112.0,0,105,product_b
SYN-00542,consumer,west,92,6,97.29,4,135,product_a
SYN-00543,enterprise,west,40,13,908.65,1,14,product_a
SYN-00544,consumer,south,179,4,197.11,3,57,product_a
SYN-00545,small_business,north,158,11,297.27,3,62,product_a
SYN-00546,consumer,south,69,0,40.28,1,145,product_b
SYN-00547,consumer,south,1,2,94.0,1,175,product_c
SYN-00548,enterprise,south,168,16,910.08,0,73,product_b
SYN-00549,consumer,south,120,1,35.39,2,39,product_a
SYN-00550,small_business,south,108,4,314.82,3,93,product_b
SYN-00551,small_business,west,119,6,268.38,3,153,product_b
SYN-00552,small_business,east,49,9,327.13,0,156,product_b
SYN-00553,consumer,north,139,7,86.63,4,57,product_a
SYN-00554,small_business,west,138,12,146.23,0,33,product_a
SYN-00555,enterprise,east,126,12,936.28,2,160,product_b
SYN-00556,enterprise,east,64,12,1007.78,3,92,product_b
SYN-00557,small_business,east,115,6,488.24,1,22,product_b
SYN-00558,consumer,west,175,0,82.24,0,170,product_b
SYN-00559,consumer,east,4,4,10,1,60,product_a
SYN-00560,enterprise,north,87,9,1047.56,2,81,product_b
SYN-00561,consumer,north,96,4,286.39,2,18,product_a
SYN-00562,enterprise,east,166,16,983.9,2,92,product_a
SYN-00563,small_business,west,46,6,17.9,0,47,product_a
SYN-00564,enterprise,west,134,10,837.45,1,73,product_c
SYN-00565,consumer,south,49,1,10,2,89,product_c
SYN-00566,enterprise,east,177,19,854.47,1,174,product_a
SYN-00567,enterprise,north,28,16,957.35,1,18,product_a
SYN-00568,consumer,south,58,1,60.56,0,8,product_a
SYN-00569,small_business,west,32,9,276.3,1,109,product_a
SYN-00570,enterprise,south,99,17,1060.25,3,11,product_a
SYN-00571,small_business,south,133,11,468.78,0,151,product_b
SYN-00572,small_business,west,49,9,180.58,2,38,product_a
SYN-00573,small_business,east,50,10,307.41,4,151,product_a
SYN-00574,small_business,east,106,5,602.39,0,7,product_b
SYN-00575,small_business,east,46,13,277.4,1,1,product_a
SYN-00576,enterprise,north,14,16,1060.43,3,152,product_b
SYN-00577,consumer,east,141,3,10,1,179,product_b
SYN-00578,enterprise,north,121,17,981.93,0,128,product_a
SYN-00579,consumer,south,147,9,112.64,4,107,product_a
SYN-00580,consumer,south,165,3,294.03,2,29,product_b
SYN-00581,consumer,west,140,3,75.66,4,131,product_b
SYN-00582,enterprise,south,39,18,1035.06,2,106,product_a
SYN-00583,enterprise,east,38,15,1232.86,1,77,product_a
SYN-00584,consumer,west,89,0,115.06,0,40,product_a
SYN-00585,small_business,west,78,11,352.5,3,116,product_a
SYN-00586,consumer,east,61,2,117.39,2,153,product_c
SYN-00587,small_business,west,149,11,341.05,4,174,product_b
SYN-00588,enterprise,east,67,14,873.02,2,20,product_b
SYN-00589,small_business,east,98,14,223.53,2,84,product_a
SYN-00590,consumer,south,50,4,81.93,0,104,product_a
SYN-00591,small_business,south,119,5,91.11,3,14,product_a
SYN-00592,small_business,north,70,15,254.78,3,80,product_a
SYN-00593,enterprise,north,166,8,1030.4,3,173,product_b
SYN-00594,small_business,north,150,8,344.49,1,89,product_a
SYN-00595,enterprise,south,64,14,883.56,4,21,product_c
SYN-00596,small_business,east,55,10,316.23,1,66,product_a
SYN-00597,small_business,west,127,4,26.13,2,47,product_b
SYN-00598,small_business,west,120,13,495.3,1,136,product_b
SYN-00599,consumer,south,127,9,137.52,0,77,product_a
SYN-00600,small_business,east,151,15,531.93,1,90,product_a
SYN-00601,small_business,south,159,11,286.86,3,113,product_b
SYN-00602,small_business,east,148,15,472.61,3,52,product_a
SYN-00603,small_business,east,64,5,136.3,2,27,product_a
SYN-00604,enterprise,south,162,12,808.46,3,134,product_b
SYN-00605,small_business,west,76,11,457.06,0,77,product_b
SYN-00606,consumer,south,99,5,237.07,3,160,product_c
SYN-00607,small_business,south,73,11,376.42,1,140,product_a
SYN-00608,enterprise,north,2,14,672.81,1,13,product_a
SYN-00609,small_business,east,145,1,446.37,3,140,product_b
SYN-00610,consumer,south,140,3,41.06,0,64,product_a
SYN-00611,consumer,north,166,9,10,3,35,product_a
SYN-00612,consumer,west,106,15,93.31,0,128,product_a
SYN-00613,small_business,west,32,4,455.55,2,92,product_b
SYN-00614,enterprise,west,34,8,1142.1,1,134,product_b
SYN-00615,small_business,west,38,10,73.21,1,172,product_a
SYN-00616,small_business,east,92,3,263.63,0,125,product_b
SYN-00617,small_business,south,108,9,267.49,3,143,product_b
SYN-00618,enterprise,south,16,27,881.36,3,147,product_a
SYN-00619,enterprise,west,53,21,1016.98,1,30,product_a
SYN-00620,enterprise,north,69,10,1138.17,0,100,product_b
SYN-00621,small_business,west,13,4,517.83,3,154,product_b
SYN-00622,enterprise,west,32,11,842.86,2,178,product_b
SYN-00623,small_business,west,79,11,127.37,1,22,product_a
SYN-00624,small_business,south,150,10,191.64,1,1,product_a
SYN-00625,consumer,south,153,12,10,0,38,product_a
SYN-00626,enterprise,south,167,18,784.31,2,5,product_a
SYN-00627,consumer,west,161,5,18.6,1,150,product_b
SYN-00628,enterprise,north,82,20,943.41,2,7,product_a
SYN-00629,small_business,west,79,11,266.04,1,179,product_b
SYN-00630,consumer,west,91,10,92.38,4,96,product_a
SYN-00631,small_business,east,21,9,458.83,2,72,product_a
SYN-00632,enterprise,south,48,20,1071.02,3,11,product_a
SYN-00633,small_business,south,13,5,30.24,0,143,product_b
SYN-00634,consumer,east,69,6,77.47,2,138,product_a
SYN-00635,consumer,south,12,5,113.28,3,122,product_b
SYN-00636,small_business,north,24,5,316.24,2,15,product_a
SYN-00637,small_business,south,10,8,176.67,1,116,product_a
SYN-00638,enterprise,north,152,15,1037.44,1,114,product_b
SYN-00639,consumer,south,63,8,48.06,1,102,product_a
SYN-00640,enterprise,east,145,16,968.48,0,128,product_a
SYN-00641,consumer,west,3,2,10,1,42,product_a
SYN-00642,enterprise,east,29,23,1152.07,0,10,product_a
SYN-00643,consumer,north,64,0,10,3,162,product_c
SYN-00644,consumer,west,87,5,10,2,104,product_c
SYN-00645,small_business,south,129,16,208.76,0,167,product_a
SYN-00646,enterprise,north,164,27,1000.04,4,96,product_a
SYN-00647,consumer,south,119,0,123.91,1,104,product_b
SYN-00648,consumer,west,138,3,105.77,0,117,product_a
SYN-00649,small_business,north,35,13,116.52,3,2,product_a
SYN-00650,enterprise,west,9,16,899.15,1,119,product_a
SYN-00651,consumer,north,116,5,54.15,0,49,product_a
SYN-00652,enterprise,east,138,16,888.57,3,76,product_a
SYN-00653,consumer,south,22,0,128.77,3,135,product_c
SYN-00654,consumer,south,102,6,207.82,0,56,product_b
SYN-00655,small_business,east,126,8,346.1,3,174,product_b
SYN-00656,enterprise,east,63,11,957.65,1,49,product_b
SYN-00657,consumer,south,172,6,185.08,3,166,product_a
SYN-00658,enterprise,west,69,10,1048.42,2,13,product_b
SYN-00659,small_business,north,127,3,252.02,0,62,product_b
SYN-00660,enterprise,west,113,15,1090.45,1,83,product_a
SYN-00661,consumer,east,102,5,131.11,0,83,product_b
SYN-00662,enterprise,south,124,18,826.89,2,52,product_a
SYN-00663,enterprise,north,8,20,869.87,3,42,product_a
SYN-00664,small_business,north,61,12,440.69,0,170,product_b
SYN-00665,small_business,north,24,11,78.64,1,115,product_a
SYN-00666,enterprise,south,59,11,971.52,2,44,product_b
SYN-00667,enterprise,west,104,12,739.0,3,43,product_a
SYN-00668,small_business,east,22,10,455.84,2,171,product_b
SYN-00669,consumer,south,97,12,10,1,76,product_a
SYN-00670,consumer,north,59,0,60.05,3,25,product_a
SYN-00671,small_business,north,72,0,514.83,2,115,product_b
SYN-00672,small_business,east,58,0,350.76,4,142,product_b
SYN-00673,enterprise,north,61,19,977.58,1,1,product_a
SYN-00674,small_business,north,41,8,312.21,2,164,product_b
SYN-00675,consumer,west,51,9,101.57,0,6,product_a
SYN-00676,small_business,south,145,8,215.51,5,32,product_a
SYN-00677,consumer,east,67,2,158.08,2,112,product_b
SYN-00678,consumer,east,148,11,155.14,1,106,product_a
SYN-00679,enterprise,west,60,12,1145.35,3,95,product_b
SYN-00680,small_business,north,171,6,312.31,2,58,product_b
SYN-00681,consumer,north,3,4,69.34,2,105,product_a
SYN-00682,consumer,east,116,0,395.69,2,164,product_b
SYN-00683,small_business,south,42,4,460.44,0,57,product_b
SYN-00684,consumer,east,105,8,34.69,2,128,product_b
SYN-00685,consumer,north,16,6,10,0,97,product_a
SYN-00686,enterprise,east,45,15,858.39,1,39,product_a
SYN-00687,small_business,east,59,8,341.49,1,30,product_b
SYN-00688,small_business,north,68,3,396.82,2,21,product_b
SYN-00689,small_business,north,88,6,222.37,4,50,product_c
SYN-00690,small_business,south,20,6,506.84,1,67,product_c
SYN-00691,consumer,south,139,6,225.96,3,113,product_a
SYN-00692,consumer,north,132,3,81.89,1,90,product_b
SYN-00693,consumer,south,48,4,40.31,1,69,product_a
SYN-00694,consumer,north,138,7,141.86,3,69,product_a
SYN-00695,small_business,south,15,11,355.22,2,57,product_a
SYN-00696,consumer,south,51,6,148.98,1,118,product_a
SYN-00697,consumer,east,24,4,172.19,3,78,product_c
SYN-00698,enterprise,north,163,14,1002.39,1,28,product_a
SYN-00699,consumer,east,100,8,116.51,1,6,product_a
SYN-00700,enterprise,west,5,16,974.1,0,63,product_a
SYN-00701,small_business,north,115,10,377.52,0,24,product_b
SYN-00702,enterprise,east,107,15,1124.4,0,161,product_b
SYN-00703,enterprise,east,176,9,1026.87,2,136,product_c
SYN-00704,small_business,east,89,8,361.15,3,69,product_b
SYN-00705,consumer,north,71,1,95.0,2,161,product_b
SYN-00706,small_business,west,20,6,156.81,4,75,product_b
SYN-00707,small_business,east,69,9,305.29,2,10,product_a
SYN-00708,small_business,south,37,13,167.4,0,1,product_a
SYN-00709,consumer,south,7,0,264.76,0,49,product_c
SYN-00710,enterprise,east,175,13,1063.18,1,65,product_c
SYN-00711,consumer,west,12,9,10,1,40,product_a
SYN-00712,small_business,west,36,0,115.21,2,143,product_b
SYN-00713,consumer,south,10,0,173.65,2,56,product_a
SYN-00714,small_business,west,162,7,522.6,1,127,product_b
SYN-00715,enterprise,east,121,15,832.07,2,178,product_b
SYN-00716,small_business,east,117,3,329.41,2,48,product_b
SYN-00717,enterprise,north,71,18,872.79,2,84,product_a
SYN-00718,enterprise,north,13,9,773.9,2,4,product_a
SYN-00719,consumer,east,83,0,10,1,2,product_c
SYN-00720,small_business,east,139,13,321.0,1,117,product_a
SYN-00721,enterprise,west,163,10,793.43,1,162,product_b
SYN-00722,small_business,south,117,5,293.57,2,123,product_b
SYN-00723,consumer,south,92,0,10,1,10,product_a
SYN-00724,small_business,south,177,6,452.53,2,133,product_b
SYN-00725,consumer,west,60,6,10,3,17,product_a
SYN-00726,enterprise,south,10,13,870.43,0,37,product_a
SYN-00727,enterprise,south,165,9,924.98,2,130,product_c
SYN-00728,enterprise,south,28,14,965.37,2,6,product_a
SYN-00729,enterprise,east,72,17,915.36,3,117,product_a
SYN-00730,consumer,south,96,8,189.92,0,146,product_b
SYN-00731,consumer,east,97,6,10,6,45,product_c
SYN-00732,small_business,south,137,17,480.38,0,92,product_a
SYN-00733,small_business,south,20,9,196.75,3,150,product_a
SYN-00734,consumer,south,34,2,10,2,71,product_a
SYN-00735,enterprise,south,126,20,926.28,3,86,product_a
SYN-00736,small_business,west,19,11,344.95,0,169,product_a
SYN-00737,enterprise,south,180,9,1137.85,0,148,product_b
SYN-00738,consumer,south,129,8,48.06,1,40,product_a
SYN-00739,small_business,north,113,8,312.21,1,167,product_b
SYN-00740,consumer,north,140,8,88.96,4,98,product_a
SYN-00741,small_business,east,82,14,427.18,1,2,product_a
SYN-00742,small_business,west,73,13,243.94,0,95,product_a
SYN-00743,consumer,north,121,7,225.64,2,91,product_b
SYN-00744,small_business,south,51,12,486.56,0,61,product_a
SYN-00745,enterprise,east,127,19,852.63,2,141,product_a
SYN-00746,consumer,north,77,3,84.53,3,26,product_c
SYN-00747,consumer,south,4,2,10,4,64,product_c
SYN-00748,enterprise,east,172,16,1140.1,2,92,product_b
SYN-00749,consumer,west,65,0,134.38,2,100,product_b
SYN-00750,consumer,north,110,5,10,5,124,product_b
SYN-00751,consumer,west,176,2,10,2,40,product_b
SYN-00752,enterprise,east,96,12,1036.2,2,31,product_c
SYN-00753,consumer,west,66,11,110.69,2,60,product_a
SYN-00754,consumer,east,64,0,11.85,0,41,product_c
SYN-00755,small_business,east,101,7,397.22,2,147,product_b
SYN-00756,consumer,west,33,3,266.45,3,80,product_c
SYN-00757,small_business,south,57,16,264.84,1,70,product_a
SYN-00758,enterprise,north,76,14,871.37,0,167,product_a
SYN-00759,consumer,south,64,0,164.95,2,161,product_c
SYN-00760,enterprise,north,27,14,1116.3,1,137,product_a
SYN-00761,consumer,east,159,2,164.32,2,34,product_b
SYN-00762,small_business,east,116,7,293.71,1,18,product_b
SYN-00763,enterprise,west,165,15,827.82,0,81,product_a
SYN-00764,small_business,south,23,2,284.69,2,53,product_b
SYN-00765,enterprise,south,107,16,830.79,0,39,product_a
SYN-00766,small_business,south,39,13,247.09,1,19,product_a
SYN-00767,enterprise,east,167,15,1121.84,2,80,product_b
SYN-00768,enterprise,east,41,7,773.98,2,34,product_c
SYN-00769,enterprise,south,75,11,978.25,2,130,product_b
SYN-00770,small_business,east,154,15,94.45,1,33,product_a
SYN-00771,small_business,south,158,14,658.3,2,34,product_a
SYN-00772,consumer,north,176,12,10,1,104,product_a
SYN-00773,small_business,west,40,7,122.47,1,173,product_b
SYN-00774,enterprise,south,43,15,703.41,2,23,product_a
SYN-00775,consumer,west,149,4,176.07,2,176,product_c
SYN-00776,small_business,north,176,2,328.21,2,173,product_b
SYN-00777,enterprise,north,6,9,961.1,0,26,product_b
SYN-00778,enterprise,south,157,17,716.64,1,124,product_a
SYN-00779,enterprise,north,13,11,1067.43,2,66,product_c
SYN-00780,small_business,south,59,7,174.8,1,123,product_b
SYN-00781,enterprise,west,155,15,906.55,4,35,product_a
SYN-00782,consumer,north,18,9,31.67,3,129,product_a
SYN-00783,small_business,east,150,11,244.02,3,80,product_a
SYN-00784,small_business,north,16,9,147.82,2,140,product_a
SYN-00785,small_business,south,49,11,335.29,5,147,product_a
SYN-00786,enterprise,west,91,13,1064.3,1,146,product_b
SYN-00787,small_business,north,178,18,449.43,0,65,product_a
SYN-00788,enterprise,south,31,12,871.66,2,113,product_a
SYN-00789,small_business,south,176,10,765.37,3,86,product_b
SYN-00790,enterprise,west,138,22,755.0,0,72,product_a
SYN-00791,small_business,north,136,11,35.59,1,52,product_a
SYN-00792,enterprise,north,159,11,937.46,1,130,product_b
SYN-00793,consumer,west,134,1,14.22,1,147,product_c
SYN-00794,consumer,south,165,0,10,1,67,product_b
SYN-00795,enterprise,north,21,10,940.26,0,13,product_a
SYN-00796,consumer,north,84,2,10,1,180,product_c
SYN-00797,consumer,west,88,2,10,0,137,product_a
SYN-00798,consumer,south,72,0,220.29,0,150,product_c
SYN-00799,consumer,south,152,3,10,0,179,product_b
SYN-00800,consumer,north,73,4,19.2,1,169,product_c
SYN-00801,small_business,west,43,17,116.12,1,125,product_a
SYN-00802,consumer,north,100,7,202.67,0,144,product_a
SYN-00803,consumer,west,34,0,12.36,2,66,product_c
SYN-00804,enterprise,east,157,11,866.49,0,143,product_b
SYN-00805,consumer,north,103,5,143.13,1,60,product_b
SYN-00806,small_business,north,15,8,365.84,0,134,product_b
SYN-00807,consumer,west,101,1,10,1,94,product_a
SYN-00808,enterprise,west,31,16,903.67,3,23,product_a
SYN-00809,consumer,south,172,7,113.0,0,80,product_a
SYN-00810,enterprise,east,116,16,932.94,3,53,product_a
SYN-00811,small_business,west,111,10,246.1,0,85,product_a
SYN-00812,consumer,south,75,0,13.62,2,19,product_a
SYN-00813,small_business,north,35,15,300.54,3,85,product_a
SYN-00814,small_business,west,87,11,130.16,0,146,product_a
SYN-00815,small_business,north,6,4,193.51,3,34,product_c
SYN-00816,consumer,west,119,4,216.59,0,162,product_b
SYN-00817,small_business,north,84,8,185.2,4,66,product_b
SYN-00818,small_business,north,112,8,398.55,2,172,product_b
SYN-00819,enterprise,west,82,14,866.86,0,60,product_a
SYN-00820,consumer,north,176,4,167.05,3,28,product_a
SYN-00821,consumer,south,50,6,228.37,1,105,product_a
SYN-00822,enterprise,north,115,21,792.85,0,103,product_a
SYN-00823,consumer,south,129,0,150.64,2,115,product_c
SYN-00824,consumer,north,77,10,18.7,4,176,product_a
SYN-00825,small_business,west,156,15,297.95,1,59,product_a
SYN-00826,consumer,south,90,6,86.33,2,112,product_a
SYN-00827,enterprise,north,48,9,989.97,2,132,product_b
SYN-00828,consumer,west,169,6,73.46,2,121,product_a
SYN-00829,consumer,south,115,0,181.13,2,91,product_b
SYN-00830,small_business,west,46,10,156.08,2,84,product_a
SYN-00831,small_business,north,140,9,364.03,1,170,product_b
SYN-00832,small_business,west,69,12,339.51,2,54,product_a
SYN-00833,small_business,south,21,7,368.53,0,13,product_a
SYN-00834,consumer,east,40,0,36.74,1,51,product_b
SYN-00835,enterprise,north,69,24,1110.95,3,32,product_a
SYN-00836,enterprise,west,65,18,1053.91,1,18,product_a
SYN-00837,small_business,south,121,3,422.59,0,33,product_b
SYN-00838,consumer,west,115,9,143.37,3,129,product_a
SYN-00839,small_business,west,4,9,256.02,1,43,product_a
SYN-00840,small_business,south,152,14,369.73,0,168,product_a
SYN-00841,consumer,east,160,3,250.34,2,42,product_b
SYN-00842,consumer,north,64,4,199.85,0,66,product_a
SYN-00843,enterprise,west,37,15,906.67,1,165,product_a
SYN-00844,enterprise,west,91,18,801.14,2,48,product_a
SYN-00845,small_business,north,127,7,359.81,1,75,product_b
SYN-00846,small_business,west,6,4,312.26,1,11,product_a
SYN-00847,consumer,south,176,9,107.59,0,135,product_a
SYN-00848,consumer,west,76,4,10,4,143,product_a
SYN-00849,small_business,south,94,8,355.87,2,168,product_c
SYN-00850,enterprise,west,158,16,1011.44,0,27,product_a
SYN-00851,enterprise,east,167,19,682.92,2,6,product_a
SYN-00852,small_business,east,40,11,480.82,2,111,product_a
SYN-00853,consumer,east,84,0,10,4,25,product_c
SYN-00854,enterprise,north,44,15,806.86,3,150,product_c
SYN-00855,consumer,east,176,0,76.05,3,131,product_b
SYN-00856,enterprise,west,74,17,922.11,1,9,product_a
SYN-00857,small_business,east,5,8,264.45,0,102,product_b
SYN-00858,consumer,east,70,15,10,3,64,product_a
SYN-00859,consumer,east,102,0,67.18,3,52,product_a
SYN-00860,small_business,north,15,11,276.88,0,99,product_a
SYN-00861,enterprise,west,57,21,968.27,1,53,product_a
SYN-00862,enterprise,north,48,7,986.25,2,18,product_b
SYN-00863,small_business,north,168,3,389.36,2,72,product_b
SYN-00864,enterprise,north,9,21,808.39,3,124,product_a
SYN-00865,enterprise,south,45,14,942.57,0,25,product_a
SYN-00866,small_business,south,44,10,143.3,0,0,product_a
SYN-00867,enterprise,east,69,11,909.4,2,140,product_c
SYN-00868,consumer,north,63,8,233.92,3,164,product_a
SYN-00869,enterprise,east,10,17,806.34,1,7,product_a
SYN-00870,small_business,west,71,9,462.32,2,160,product_b
SYN-00871,small_business,north,26,8,475.48,0,38,product_a
SYN-00872,small_business,north,154,4,256.1,2,93,product_b
SYN-00873,small_business,east,17,12,215.91,2,122,product_a
SYN-00874,small_business,south,117,8,416.85,1,19,product_a
SYN-00875,enterprise,north,106,15,870.36,4,131,product_c
SYN-00876,enterprise,north,106,23,1122.51,3,134,product_a
SYN-00877,enterprise,west,96,24,970.26,3,151,product_a
SYN-00878,enterprise,west,180,16,983.42,2,58,product_a
SYN-00879,small_business,north,114,9,184.7,4,123,product_b
SYN-00880,small_business,west,159,4,416.79,0,137,product_b
SYN-00881,consumer,south,22,2,29.4,3,116,product_a
SYN-00882,small_business,north,55,13,271.72,3,69,product_a
SYN-00883,small_business,north,47,1,329.49,2,160,product_b
SYN-00884,small_business,south,126,11,229.98,2,83,product_a
SYN-00885,small_business,west,166,3,311.28,0,108,product_b
SYN-00886,enterprise,east,150,14,1020.3,4,72,product_a
SYN-00887,small_business,west,30,7,392.26,2,49,product_b
SYN-00888,enterprise,east,35,15,914.72,1,124,product_a
SYN-00889,enterprise,south,127,15,841.59,0,130,product_a
SYN-00890,consumer,west,59,5,10,0,119,product_a
SYN-00891,small_business,north,48,1,559.66,4,77,product_b
SYN-00892,consumer,north,16,8,48.47,3,118,product_a
SYN-00893,consumer,east,180,5,52.56,1,57,product_b
SYN-00894,consumer,west,120,0,285.97,0,157,product_b
SYN-00895,enterprise,south,141,16,936.85,2,130,product_b
SYN-00896,enterprise,south,11,20,902.8,3,160,product_a
SYN-00897,consumer,east,9,2,10,2,38,product_a
SYN-00898,consumer,east,93,3,10,1,9,product_a
SYN-00899,enterprise,north,174,11,1077.11,1,132,product_b
SYN-00900,small_business,east,153,5,312.55,1,169,product_b
